Sample	posterior	likelihood	prior	treeLikelihood.2	treeLikelihood.3	Tree.height	Tree.treeLength	treeLikelihood.1	clockRate	rateAC.1	rateAG.1	rateAT.1	rateCG.1	rateGT.1	gammaShape.1	rateAC.2	rateAG.2	rateAT.2	rateCG.2	rateGT.2	freqParameter.2.1	freqParameter.2.2	freqParameter.2.3	freqParameter.2.4	rateAC.3	rateAG.3	rateAT.3	rateCG.3	rateGT.3	freqParameter.3.1	freqParameter.3.2	freqParameter.3.3	freqParameter.3.4	gammaShape.2	gammaShape.3	popSize	CoalescentConstant	freqParameter.1.1	freqParameter.1.2	freqParameter.1.3	freqParameter.1.4	mutationRate.3	mutationRate.1	mutationRate.2	
0	-11939.024482961695	-11542.974110105382	-396.0503728563126	-1879.8508809413572	-7389.948838519581	203.2814748742648	1496.481031940938	-2273.174390644444	2.9289939875069657	0.02686286138647326	0.0588003524438546	0.02708259804672148	0.007983960579191764	0.021343451224897683	0.2125373545465529	0.020044111019879518	0.06281701423171997	0.013513570657013247	9.330637467863617E-4	0.007107266961558318	0.3584113638642476	0.301010267893415	0.13521053478275344	0.20536783345958357	8.581290954314436E-8	0.7696777971718988	0.13752798072560551	0.04927957520703076	8.755706994739306E-15	0.2870300599277247	0.17785280376739454	0.21509163096755976	0.3200255053373212	0.11856039575474195	1.3895561499428135	153.4887366592201	-444.4683896403848	0.2610742568639251	0.22881398440651318	0.3349654473064917	0.17514631142307024	0.001	0.0010180275030878252	9.819379614656465E-4	
1	-11939.024482961695	-11542.974110105382	-396.0503728563126	-1879.8508809413572	-7389.948838519581	203.2814748742648	1496.481031940938	-2273.174390644444	2.9289939875069657	0.02686286138647326	0.0588003524438546	0.02708259804672148	0.007983960579191764	0.021343451224897683	0.2125373545465529	0.020044111019879518	0.06281701423171997	0.013513570657013247	9.330637467863617E-4	0.007107266961558318	0.3584113638642476	0.301010267893415	0.13521053478275344	0.20536783345958357	8.581290954314436E-8	0.7696777971718988	0.13752798072560551	0.04927957520703076	8.755706994739306E-15	0.2870300599277247	0.17785280376739454	0.21509163096755976	0.3200255053373212	0.11856039575474195	1.3895561499428135	153.4887366592201	-444.4683896403848	0.2610742568639251	0.22881398440651318	0.3349654473064917	0.17514631142307024	0.001	0.0010180275030878252	9.819379614656465E-4	
2	-11939.024482961695	-11542.974110105382	-396.0503728563126	-1879.8508809413572	-7389.948838519581	203.2814748742648	1496.481031940938	-2273.174390644444	2.9289939875069657	0.02686286138647326	0.0588003524438546	0.02708259804672148	0.007983960579191764	0.021343451224897683	0.2125373545465529	0.020044111019879518	0.06281701423171997	0.013513570657013247	9.330637467863617E-4	0.007107266961558318	0.3584113638642476	0.301010267893415	0.13521053478275344	0.20536783345958357	8.581290954314436E-8	0.7696777971718988	0.13752798072560551	0.04927957520703076	8.755706994739306E-15	0.2870300599277247	0.17785280376739454	0.21509163096755976	0.3200255053373212	0.11856039575474195	1.3895561499428135	153.4887366592201	-444.4683896403848	0.2610742568639251	0.22881398440651318	0.3349654473064917	0.17514631142307024	0.001	0.0010180275030878252	9.819379614656465E-4	
3	-11933.245843346738	-11542.676372880545	-390.5694704661921	-1877.4724650075975	-7394.85656116975	206.68245679460986	1469.364922755367	-2270.3473467031986	2.9289939875069657	0.02686286138647326	0.04637500184128382	0.042575013553485745	0.004352452395748125	0.021343451224897683	0.159044320296202	0.020044111019879518	0.06281701423171997	0.02371482546141375	7.146941682576116E-4	0.01329612647744483	0.3584113638642476	0.301010267893415	0.12620564636682152	0.21437272187551548	1.4772675270182102E-7	0.7696777971718988	0.13752798072560551	0.07906734119003682	4.9178741526352116E-15	0.2870300599277247	0.17785280376739454	0.21509163096755976	0.3200255053373212	0.11856039575474195	1.3895561499428135	118.17034235792603	-438.2981868951118	0.2610742568639251	0.22881398440651318	0.3349654473064917	0.17514631142307024	0.001	0.0010180275030878252	9.819379614656465E-4	
4	-11935.315998989232	-11540.804245000758	-394.51175398847374	-1890.1874885013488	-7373.841088147394	228.97687638291083	1535.2119670988138	-2276.7756683520156	2.9289939875069657	0.02010828315303748	0.04968822678539956	0.034215902443555594	0.008201998082993388	0.021343451224897683	0.159044320296202	0.030797781336781918	0.06281701423171997	0.008335802069932018	3.66968301622597E-4	0.02644650406950079	0.3686849712328733	0.28567921004670177	0.13126309684490908	0.21437272187551548	1.141375705184446E-6	0.7696777971718988	0.13752798072560551	0.07906734119003682	2.777875566452971E-15	0.2870300599277247	0.17105685250180355	0.22188758223315075	0.3200255053373212	0.11856039575474195	1.8152895408367695	117.57790640058376	-440.8228938911558	0.2610742568639251	0.22881398440651318	0.3349654473064917	0.17514631142307024	0.001	0.0010180275030878252	9.819379614656465E-4	
5	-11935.315998989232	-11540.804245000758	-394.51175398847374	-1890.1874885013488	-7373.841088147394	228.97687638291083	1535.2119670988138	-2276.7756683520156	2.9289939875069657	0.02010828315303748	0.04968822678539956	0.034215902443555594	0.008201998082993388	0.021343451224897683	0.159044320296202	0.030797781336781918	0.06281701423171997	0.008335802069932018	3.66968301622597E-4	0.02644650406950079	0.3686849712328733	0.28567921004670177	0.13126309684490908	0.21437272187551548	1.141375705184446E-6	0.7696777971718988	0.13752798072560551	0.07906734119003682	2.777875566452971E-15	0.2870300599277247	0.17105685250180355	0.22188758223315075	0.3200255053373212	0.11856039575474195	1.8152895408367695	117.57790640058376	-440.8228938911558	0.2610742568639251	0.22881398440651318	0.3349654473064917	0.17514631142307024	0.001	0.0010180275030878252	9.819379614656465E-4	
6	-11935.315998989232	-11540.804245000758	-394.51175398847374	-1890.1874885013488	-7373.841088147394	228.97687638291083	1535.2119670988138	-2276.7756683520156	2.9289939875069657	0.02010828315303748	0.04968822678539956	0.034215902443555594	0.008201998082993388	0.021343451224897683	0.159044320296202	0.030797781336781918	0.06281701423171997	0.008335802069932018	3.66968301622597E-4	0.02644650406950079	0.3686849712328733	0.28567921004670177	0.13126309684490908	0.21437272187551548	1.141375705184446E-6	0.7696777971718988	0.13752798072560551	0.07906734119003682	2.777875566452971E-15	0.2870300599277247	0.17105685250180355	0.22188758223315075	0.3200255053373212	0.11856039575474195	1.8152895408367695	117.57790640058376	-440.8228938911558	0.2610742568639251	0.22881398440651318	0.3349654473064917	0.17514631142307024	0.001	0.0010180275030878252	9.819379614656465E-4	
7	-11939.798236541761	-11539.757950413921	-400.0402861278397	-1887.5302852065952	-7371.179572945008	217.81710826321768	1586.72080563887	-2281.0480922623187	2.9289939875069657	0.048512624167890095	0.05881850440396326	0.048913761543305574	0.012489941963525677	0.021343451224897683	0.159044320296202	0.016582121086516532	0.043697646503022915	0.008891071396103888	1.8707294497644265E-4	0.037912026586667216	0.3663209970229548	0.2880431842566203	0.13126309684490908	0.21437272187551548	2.868123414405239E-7	0.7696777971718988	0.13752798072560551	0.07906734119003682	2.777875566452971E-15	0.2987966358021275	0.17105685250180355	0.21012100635874792	0.3200255053373212	0.11856039575474195	1.8152895408367695	109.89524856335575	-447.12329688926206	0.2610742568639251	0.22881398440651318	0.3349654473064917	0.17514631142307024	0.001	0.0010180275030878252	9.819379614656465E-4	
8	-11942.985781879966	-11539.1862971386	-403.79948474136705	-1884.2454103195034	-7382.968957850007	216.25828396161	1583.0915897827617	-2271.971928969089	2.9289939875069657	0.027713358503444564	0.05881850440396326	0.03132954732829096	0.0062411521615671145	0.021343451224897683	0.159044320296202	0.024678629322911327	0.043697646503022915	0.009848949540467463	1.8707294497644265E-4	0.015955615849093798	0.3737936933512207	0.2738842771593731	0.1379493076138904	0.21437272187551548	2.2487358662882118E-7	0.7696777971718988	0.13752798072560551	0.07906734119003682	5.282070040334591E-15	0.3078803058428904	0.17105685250180355	0.20103733631798504	0.3200255053373212	0.11856039575474195	1.6331863511034932	192.35706378606702	-452.0793670807082	0.2510724722101157	0.22881398440651318	0.3449672319603011	0.17514631142307024	0.001	0.0010180275030878252	9.819379614656465E-4	
9	-11935.958558334745	-11536.811701893621	-399.14685644112416	-1875.913216664571	-7382.974639807917	202.4040764188211	1500.7631812334362	-2277.923845421134	2.9289939875069657	0.025575306500065238	0.07221008776525853	0.028575658426657182	0.005922937598205282	0.030118944883532003	0.159044320296202	0.02183277512859581	0.05426769505150769	0.02487223269377585	6.408780428430416E-4	0.011251030246628014	0.3737936933512207	0.27367617740417577	0.1232984761009349	0.22923165314366833	1.4491160154481466E-7	0.7696777971718988	0.114587581932192	0.11517830934784577	1.9725717845314252E-14	0.3078803058428904	0.18677634801289605	0.1925445735333785	0.3127987726108353	0.11856039575474195	1.6331863511034932	124.67108699197244	-444.6438704506353	0.2584802292340374	0.2143478655017644	0.3470047954576715	0.18016710980652695	0.001	0.0010180275030878252	9.819379614656465E-4	
