Sample	posterior	likelihood	prior	treeLikelihood.2	treeLikelihood.3	Tree.height	Tree.treeLength	treeLikelihood.1	clockRate	rateAC.1	rateAG.1	rateAT.1	rateCG.1	rateGT.1	gammaShape.1	rateAC.2	rateAG.2	rateAT.2	rateCG.2	rateGT.2	freqParameter.2.1	freqParameter.2.2	freqParameter.2.3	freqParameter.2.4	rateAC.3	rateAG.3	rateAT.3	rateCG.3	rateGT.3	freqParameter.3.1	freqParameter.3.2	freqParameter.3.3	freqParameter.3.4	gammaShape.2	gammaShape.3	popSize	CoalescentConstant	freqParameter.1.1	freqParameter.1.2	freqParameter.1.3	freqParameter.1.4	mutationRate.3	mutationRate.1	mutationRate.2	
0	-11940.031141977213	-11542.341042634009	-397.69009934320394	-1885.2073433104836	-7374.16906514487	240.10112290741876	1609.4496855867228	-2282.964634178656	2.9289939875069657	0.025763241619629007	0.061860243360308785	0.049422466444849475	0.004428193053626483	0.014678851891285665	0.18774874780103454	0.01804435571374673	0.038766358847550614	0.006616181159483093	9.527290367254026E-4	0.009956945648485186	0.34535681736940516	0.29906105456239473	0.1481821302906161	0.2073999977775836	3.5176316691646034E-7	0.7696777971718988	0.13752798072560551	0.07203045008030581	3.2797939044899932E-15	0.28275316879814233	0.17950706440027356	0.2062456481734957	0.3314941186280886	0.11856039575474195	1.3705474871576282	150.2599447745016	-446.75164420953564	0.2706317393642973	0.219256501906141	0.3349654473064917	0.17514631142307024	0.001	0.0010180275030878252	9.819379614656465E-4	
1	-11942.150223685396	-11539.432204049826	-402.718019635569	-1871.264798466167	-7392.68648031547	219.20113710276127	1511.3081806142345	-2275.4809252681885	2.9289939875069657	0.046793382053168145	0.07221008776525853	0.05678665010098315	0.011544954337898506	0.02686083258697202	0.159044320296202	0.026442822330846036	0.05426769505150769	0.014902108077691932	8.902938730905752E-4	0.029058945018084995	0.3531580987690749	0.27560335465969654	0.1345602729408743	0.23667827363035393	6.719628419110928E-8	0.7391159312434433	0.114587581932192	0.09521202153633783	1.1909562233926186E-14	0.3078803058428904	0.16321168475092135	0.2059558436137913	0.32295216579239716	0.11856039575474195	1.6331863511034932	176.9067661388512	-446.72681606113827	0.27762985935625045	0.2143478655017644	0.33414897501250784	0.1738733001294776	0.001	0.0010180275030878252	9.819379614656465E-4	
2	-11945.421294751213	-11533.554136519233	-411.86715823198085	-1878.0140277798694	-7377.873391971212	238.2488273004241	1739.2775179530863	-2277.6667167681503	2.405750739771258	0.05078230458396676	0.06946361684000554	0.06629988616674062	0.012914854122340289	0.019080832764893297	0.19482059095777743	0.020952439427276762	0.030903047162658386	0.023511090088070046	0.0018951401834753773	0.02330264369744042	0.3631545959410647	0.2702735746355222	0.16813564345762336	0.19843618596578935	4.1171304287168806E-7	0.6011330937857482	0.114587581932192	0.07529835244787696	1.4921320732330717E-15	0.29984931159445116	0.17472804230401165	0.20605358359352324	0.3193690625080142	0.11856039575474195	1.9477393791614785	156.73314568675036	-456.47736796048804	0.2763561075058011	0.2143478655017644	0.3291289171859078	0.18016710980652695	0.001	0.0010180275030878252	9.819379614656465E-4	
3	-11945.421294751213	-11533.554136519233	-411.86715823198085	-1878.0140277798694	-7377.873391971212	238.2488273004241	1739.2775179530863	-2277.6667167681503	2.405750739771258	0.05078230458396676	0.06946361684000554	0.06629988616674062	0.012914854122340289	0.019080832764893297	0.19482059095777743	0.020952439427276762	0.030903047162658386	0.023511090088070046	0.0018951401834753773	0.02330264369744042	0.3631545959410647	0.2702735746355222	0.16813564345762336	0.19843618596578935	4.1171304287168806E-7	0.6011330937857482	0.114587581932192	0.07529835244787696	1.4921320732330717E-15	0.29984931159445116	0.17472804230401165	0.20605358359352324	0.3193690625080142	0.11856039575474195	1.9477393791614785	156.73314568675036	-456.47736796048804	0.2763561075058011	0.2143478655017644	0.3291289171859078	0.18016710980652695	0.001	0.0010180275030878252	9.819379614656465E-4	
4	-11945.421294751213	-11533.554136519233	-411.86715823198085	-1878.0140277798694	-7377.873391971212	238.2488273004241	1739.2775179530863	-2277.6667167681503	2.405750739771258	0.05078230458396676	0.06946361684000554	0.06629988616674062	0.012914854122340289	0.019080832764893297	0.19482059095777743	0.020952439427276762	0.030903047162658386	0.023511090088070046	0.0018951401834753773	0.02330264369744042	0.3631545959410647	0.2702735746355222	0.16813564345762336	0.19843618596578935	4.1171304287168806E-7	0.6011330937857482	0.114587581932192	0.07529835244787696	1.4921320732330717E-15	0.29984931159445116	0.17472804230401165	0.20605358359352324	0.3193690625080142	0.11856039575474195	1.9477393791614785	156.73314568675036	-456.47736796048804	0.2763561075058011	0.2143478655017644	0.3291289171859078	0.18016710980652695	0.001	0.0010180275030878252	9.819379614656465E-4	
5	-11945.421294751213	-11533.554136519233	-411.86715823198085	-1878.0140277798694	-7377.873391971212	238.2488273004241	1739.2775179530863	-2277.6667167681503	2.405750739771258	0.05078230458396676	0.06946361684000554	0.06629988616674062	0.012914854122340289	0.019080832764893297	0.19482059095777743	0.020952439427276762	0.030903047162658386	0.023511090088070046	0.0018951401834753773	0.02330264369744042	0.3631545959410647	0.2702735746355222	0.16813564345762336	0.19843618596578935	4.1171304287168806E-7	0.6011330937857482	0.114587581932192	0.07529835244787696	1.4921320732330717E-15	0.29984931159445116	0.17472804230401165	0.20605358359352324	0.3193690625080142	0.11856039575474195	1.9477393791614785	156.73314568675036	-456.47736796048804	0.2763561075058011	0.2143478655017644	0.3291289171859078	0.18016710980652695	0.001	0.0010180275030878252	9.819379614656465E-4	
6	-11945.421294751213	-11533.554136519233	-411.86715823198085	-1878.0140277798694	-7377.873391971212	238.2488273004241	1739.2775179530863	-2277.6667167681503	2.405750739771258	0.05078230458396676	0.06946361684000554	0.06629988616674062	0.012914854122340289	0.019080832764893297	0.19482059095777743	0.020952439427276762	0.030903047162658386	0.023511090088070046	0.0018951401834753773	0.02330264369744042	0.3631545959410647	0.2702735746355222	0.16813564345762336	0.19843618596578935	4.1171304287168806E-7	0.6011330937857482	0.114587581932192	0.07529835244787696	1.4921320732330717E-15	0.29984931159445116	0.17472804230401165	0.20605358359352324	0.3193690625080142	0.11856039575474195	1.9477393791614785	156.73314568675036	-456.47736796048804	0.2763561075058011	0.2143478655017644	0.3291289171859078	0.18016710980652695	0.001	0.0010180275030878252	9.819379614656465E-4	
7	-11945.421294751213	-11533.554136519233	-411.86715823198085	-1878.0140277798694	-7377.873391971212	238.2488273004241	1739.2775179530863	-2277.6667167681503	2.405750739771258	0.05078230458396676	0.06946361684000554	0.06629988616674062	0.012914854122340289	0.019080832764893297	0.19482059095777743	0.020952439427276762	0.030903047162658386	0.023511090088070046	0.0018951401834753773	0.02330264369744042	0.3631545959410647	0.2702735746355222	0.16813564345762336	0.19843618596578935	4.1171304287168806E-7	0.6011330937857482	0.114587581932192	0.07529835244787696	1.4921320732330717E-15	0.29984931159445116	0.17472804230401165	0.20605358359352324	0.3193690625080142	0.11856039575474195	1.9477393791614785	156.73314568675036	-456.47736796048804	0.2763561075058011	0.2143478655017644	0.3291289171859078	0.18016710980652695	0.001	0.0010180275030878252	9.819379614656465E-4	
8	-11945.421294751213	-11533.554136519233	-411.86715823198085	-1878.0140277798694	-7377.873391971212	238.2488273004241	1739.2775179530863	-2277.6667167681503	2.405750739771258	0.05078230458396676	0.06946361684000554	0.06629988616674062	0.012914854122340289	0.019080832764893297	0.19482059095777743	0.020952439427276762	0.030903047162658386	0.023511090088070046	0.0018951401834753773	0.02330264369744042	0.3631545959410647	0.2702735746355222	0.16813564345762336	0.19843618596578935	4.1171304287168806E-7	0.6011330937857482	0.114587581932192	0.07529835244787696	1.4921320732330717E-15	0.29984931159445116	0.17472804230401165	0.20605358359352324	0.3193690625080142	0.11856039575474195	1.9477393791614785	156.73314568675036	-456.47736796048804	0.2763561075058011	0.2143478655017644	0.3291289171859078	0.18016710980652695	0.001	0.0010180275030878252	9.819379614656465E-4	
9	-11944.193972861709	-11532.074692014168	-412.1192808475415	-1871.6459322910239	-7384.930949964025	253.28940661831348	1777.6696788756822	-2275.4978097591206	2.405750739771258	0.03173877926451606	0.06946361684000554	0.03627944054918203	0.010954695975086654	0.034090285538561436	0.19482059095777743	0.020694156146097265	0.05927785571670043	0.010908045405583195	0.0053792413266252085	0.017725818074474257	0.3620762707688889	0.2550482281291959	0.1539665242663569	0.22890897683555797	1.8067653948650742E-6	0.6011330937857482	0.114587581932192	0.06287547461118859	1.2670313771974978E-15	0.30524785436293417	0.17472804230401165	0.20605358359352324	0.3139705197395312	0.11856039575474195	1.2293410634672681	145.37583223560276	-456.34032200570687	0.2966026856006437	0.2050456881949227	0.3291289171859078	0.16922270901852604	0.001	0.0010180275030878252	9.819379614656465E-4	
