Sample	posterior	likelihood	prior	treeLikelihood.2	treeLikelihood.3	Tree.height	Tree.treeLength	treeLikelihood.1	clockRate	rateAC.1	rateAG.1	rateAT.1	rateCG.1	rateGT.1	gammaShape.1	rateAC.2	rateAG.2	rateAT.2	rateCG.2	rateGT.2	freqParameter.2.1	freqParameter.2.2	freqParameter.2.3	freqParameter.2.4	rateAC.3	rateAG.3	rateAT.3	rateCG.3	rateGT.3	freqParameter.3.1	freqParameter.3.2	freqParameter.3.3	freqParameter.3.4	gammaShape.2	gammaShape.3	popSize	CoalescentConstant	freqParameter.1.1	freqParameter.1.2	freqParameter.1.3	freqParameter.1.4	mutationRate.3	mutationRate.1	mutationRate.2	
10	-11944.193972861709	-11532.074692014168	-412.1192808475415	-1871.6459322910239	-7384.930949964025	253.28940661831348	1777.6696788756822	-2275.4978097591206	2.405750739771258	0.03173877926451606	0.06946361684000554	0.03627944054918203	0.010954695975086654	0.034090285538561436	0.19482059095777743	0.020694156146097265	0.05927785571670043	0.010908045405583195	0.0053792413266252085	0.017725818074474257	0.3620762707688889	0.2550482281291959	0.1539665242663569	0.22890897683555797	1.8067653948650742E-6	0.6011330937857482	0.114587581932192	0.06287547461118859	1.2670313771974978E-15	0.30524785436293417	0.17472804230401165	0.20605358359352324	0.3139705197395312	0.11856039575474195	1.2293410634672681	145.37583223560276	-456.34032200570687	0.2966026856006437	0.2050456881949227	0.3291289171859078	0.16922270901852604	0.001	0.0010180275030878252	9.819379614656465E-4	
11	-11944.193972861709	-11532.074692014168	-412.1192808475415	-1871.6459322910239	-7384.930949964025	253.28940661831348	1777.6696788756822	-2275.4978097591206	2.405750739771258	0.03173877926451606	0.06946361684000554	0.03627944054918203	0.010954695975086654	0.034090285538561436	0.19482059095777743	0.020694156146097265	0.05927785571670043	0.010908045405583195	0.0053792413266252085	0.017725818074474257	0.3620762707688889	0.2550482281291959	0.1539665242663569	0.22890897683555797	1.8067653948650742E-6	0.6011330937857482	0.114587581932192	0.06287547461118859	1.2670313771974978E-15	0.30524785436293417	0.17472804230401165	0.20605358359352324	0.3139705197395312	0.11856039575474195	1.2293410634672681	145.37583223560276	-456.34032200570687	0.2966026856006437	0.2050456881949227	0.3291289171859078	0.16922270901852604	0.001	0.0010180275030878252	9.819379614656465E-4	
12	-11944.193972861709	-11532.074692014168	-412.1192808475415	-1871.6459322910239	-7384.930949964025	253.28940661831348	1777.6696788756822	-2275.4978097591206	2.405750739771258	0.03173877926451606	0.06946361684000554	0.03627944054918203	0.010954695975086654	0.034090285538561436	0.19482059095777743	0.020694156146097265	0.05927785571670043	0.010908045405583195	0.0053792413266252085	0.017725818074474257	0.3620762707688889	0.2550482281291959	0.1539665242663569	0.22890897683555797	1.8067653948650742E-6	0.6011330937857482	0.114587581932192	0.06287547461118859	1.2670313771974978E-15	0.30524785436293417	0.17472804230401165	0.20605358359352324	0.3139705197395312	0.11856039575474195	1.2293410634672681	145.37583223560276	-456.34032200570687	0.2966026856006437	0.2050456881949227	0.3291289171859078	0.16922270901852604	0.001	0.0010180275030878252	9.819379614656465E-4	
13	-11944.193972861709	-11532.074692014168	-412.1192808475415	-1871.6459322910239	-7384.930949964025	253.28940661831348	1777.6696788756822	-2275.4978097591206	2.405750739771258	0.03173877926451606	0.06946361684000554	0.03627944054918203	0.010954695975086654	0.034090285538561436	0.19482059095777743	0.020694156146097265	0.05927785571670043	0.010908045405583195	0.0053792413266252085	0.017725818074474257	0.3620762707688889	0.2550482281291959	0.1539665242663569	0.22890897683555797	1.8067653948650742E-6	0.6011330937857482	0.114587581932192	0.06287547461118859	1.2670313771974978E-15	0.30524785436293417	0.17472804230401165	0.20605358359352324	0.3139705197395312	0.11856039575474195	1.2293410634672681	145.37583223560276	-456.34032200570687	0.2966026856006437	0.2050456881949227	0.3291289171859078	0.16922270901852604	0.001	0.0010180275030878252	9.819379614656465E-4	
14	-11944.193972861709	-11532.074692014168	-412.1192808475415	-1871.6459322910239	-7384.930949964025	253.28940661831348	1777.6696788756822	-2275.4978097591206	2.405750739771258	0.03173877926451606	0.06946361684000554	0.03627944054918203	0.010954695975086654	0.034090285538561436	0.19482059095777743	0.020694156146097265	0.05927785571670043	0.010908045405583195	0.0053792413266252085	0.017725818074474257	0.3620762707688889	0.2550482281291959	0.1539665242663569	0.22890897683555797	1.8067653948650742E-6	0.6011330937857482	0.114587581932192	0.06287547461118859	1.2670313771974978E-15	0.30524785436293417	0.17472804230401165	0.20605358359352324	0.3139705197395312	0.11856039575474195	1.2293410634672681	145.37583223560276	-456.34032200570687	0.2966026856006437	0.2050456881949227	0.3291289171859078	0.16922270901852604	0.001	0.0010180275030878252	9.819379614656465E-4	
15	-11927.43287825646	-11530.429135987619	-397.0037422688428	-1882.3367022327618	-7376.344557633817	213.42906289550737	1636.4829322381363	-2271.74787612104	2.5269443506265157	0.030259132962919225	0.06379682093850311	0.03564258933287292	0.008655404227551086	0.02500329097862961	0.19482059095777743	0.017075721668508213	0.028868383522875962	0.014956415912080936	1.0494743161477449E-4	0.024901345281290854	0.3651914375918518	0.2491433017335263	0.15801186542527415	0.22765339524934744	2.997785080134168E-8	0.6011330937857482	0.114587581932192	0.07960940504526694	7.188440790868913E-17	0.2972653633646063	0.16706740915567997	0.21178407569263605	0.323883151787078	0.10197463313725284	1.5882130422315586	139.2274097769252	-451.9351672210784	0.301426228257093	0.20728653793268903	0.3251126374762821	0.16617459633393608	0.001	0.0010180275030878252	9.819379614656465E-4	
16	-11927.43287825646	-11530.429135987619	-397.0037422688428	-1882.3367022327618	-7376.344557633817	213.42906289550737	1636.4829322381363	-2271.74787612104	2.5269443506265157	0.030259132962919225	0.06379682093850311	0.03564258933287292	0.008655404227551086	0.02500329097862961	0.19482059095777743	0.017075721668508213	0.028868383522875962	0.014956415912080936	1.0494743161477449E-4	0.024901345281290854	0.3651914375918518	0.2491433017335263	0.15801186542527415	0.22765339524934744	2.997785080134168E-8	0.6011330937857482	0.114587581932192	0.07960940504526694	7.188440790868913E-17	0.2972653633646063	0.16706740915567997	0.21178407569263605	0.323883151787078	0.10197463313725284	1.5882130422315586	139.2274097769252	-451.9351672210784	0.301426228257093	0.20728653793268903	0.3251126374762821	0.16617459633393608	0.001	0.0010180275030878252	9.819379614656465E-4	
17	-11927.43287825646	-11530.429135987619	-397.0037422688428	-1882.3367022327618	-7376.344557633817	213.42906289550737	1636.4829322381363	-2271.74787612104	2.5269443506265157	0.030259132962919225	0.06379682093850311	0.03564258933287292	0.008655404227551086	0.02500329097862961	0.19482059095777743	0.017075721668508213	0.028868383522875962	0.014956415912080936	1.0494743161477449E-4	0.024901345281290854	0.3651914375918518	0.2491433017335263	0.15801186542527415	0.22765339524934744	2.997785080134168E-8	0.6011330937857482	0.114587581932192	0.07960940504526694	7.188440790868913E-17	0.2972653633646063	0.16706740915567997	0.21178407569263605	0.323883151787078	0.10197463313725284	1.5882130422315586	139.2274097769252	-451.9351672210784	0.301426228257093	0.20728653793268903	0.3251126374762821	0.16617459633393608	0.001	0.0010180275030878252	9.819379614656465E-4	
18	-11929.843167380654	-11526.92438365802	-402.91878372263216	-1875.5068053597258	-7371.10335492888	291.1053235622046	1844.9053109157426	-2280.314223369415	2.5269443506265157	0.023636498566048075	0.0445544269621089	0.07487966743902455	0.009275758962179624	0.02598371453796842	0.19482059095777743	0.013431873137915839	0.04757143724105543	0.009274506756907048	1.8522101439552818E-4	0.023014223541354097	0.39133415936251204	0.2498701687512109	0.12163298895883216	0.23716268292744452	5.1301493113965476E-8	0.6011330937857482	0.114587581932192	0.08513986797707682	1.0664529222885634E-16	0.2972653633646063	0.16706740915567997	0.21864848057837133	0.31701874690134274	0.10197463313725284	1.5882130422315586	147.47928424708303	-455.7480599714801	0.2923572942385495	0.19666995271055554	0.35623397004380614	0.154738783007089	0.001	0.0010180275030878252	9.819379614656465E-4	
19	-11929.843167380654	-11526.92438365802	-402.91878372263216	-1875.5068053597258	-7371.10335492888	291.1053235622046	1844.9053109157426	-2280.314223369415	2.5269443506265157	0.023636498566048075	0.0445544269621089	0.07487966743902455	0.009275758962179624	0.02598371453796842	0.19482059095777743	0.013431873137915839	0.04757143724105543	0.009274506756907048	1.8522101439552818E-4	0.023014223541354097	0.39133415936251204	0.2498701687512109	0.12163298895883216	0.23716268292744452	5.1301493113965476E-8	0.6011330937857482	0.114587581932192	0.08513986797707682	1.0664529222885634E-16	0.2972653633646063	0.16706740915567997	0.21864848057837133	0.31701874690134274	0.10197463313725284	1.5882130422315586	147.47928424708303	-455.7480599714801	0.2923572942385495	0.19666995271055554	0.35623397004380614	0.154738783007089	0.001	0.0010180275030878252	9.819379614656465E-4	
20	-11929.843167380654	-11526.92438365802	-402.91878372263216	-1875.5068053597258	-7371.10335492888	291.1053235622046	1844.9053109157426	-2280.314223369415	2.5269443506265157	0.023636498566048075	0.0445544269621089	0.07487966743902455	0.009275758962179624	0.02598371453796842	0.19482059095777743	0.013431873137915839	0.04757143724105543	0.009274506756907048	1.8522101439552818E-4	0.023014223541354097	0.39133415936251204	0.2498701687512109	0.12163298895883216	0.23716268292744452	5.1301493113965476E-8	0.6011330937857482	0.114587581932192	0.08513986797707682	1.0664529222885634E-16	0.2972653633646063	0.16706740915567997	0.21864848057837133	0.31701874690134274	0.10197463313725284	1.5882130422315586	147.47928424708303	-455.7480599714801	0.2923572942385495	0.19666995271055554	0.35623397004380614	0.154738783007089	0.001	0.0010180275030878252	9.819379614656465E-4	
21	-11927.496390683893	-11522.112626411308	-405.38376427258515	-1875.5089099202182	-7370.724250337229	300.91581551083016	1919.7520978485281	-2275.8794661538604	2.44936150213107	0.05147541415525086	0.0594602270169414	0.041395054092232604	0.00690003679240647	0.021927071826164504	0.1627804035619111	0.023080791866446675	0.06642332010757802	0.010287981123146146	3.318094480792718E-6	0.017085594830635764	0.37600856322914	0.27775640612523556	0.11281263407848806	0.2334223965671361	3.607045969267198E-7	0.7260123946098759	0.114587581932192	0.09334751136151277	2.787377901349732E-17	0.30624532389561526	0.17499787194381222	0.19954991306357503	0.31920689109699774	0.10197463313725284	1.5238885296819722	145.65696475603215	-460.5352333030445	0.2687823937320646	0.2072515479865397	0.37020352618521624	0.15376253209617968	0.001	0.0010180275030878252	9.819379614656465E-4	
