Sample	posterior	likelihood	prior	treeLikelihood.2	treeLikelihood.3	Tree.height	Tree.treeLength	treeLikelihood.1	clockRate	gammaShape.1	TrNfreqParameter.1.1	TrNfreqParameter.1.2	TrNfreqParameter.1.3	TrNfreqParameter.1.4	RateAC-Standard_TrN.1	RateAG-Standard_TrN.1	RateAT-Standard_TrN.1	RateCG-Standard_TrN.1	RateCT-Standard_TrN.1	RateGT-Standard_TrN.1	mutationRate.1	TrNfreqParameter.2.1	TrNfreqParameter.2.2	TrNfreqParameter.2.3	TrNfreqParameter.2.4	RateAC-Standard_TrN.2	RateAG-Standard_TrN.2	RateAT-Standard_TrN.2	RateCG-Standard_TrN.2	RateCT-Standard_TrN.2	RateGT-Standard_TrN.2	mutationRate.2	gammaShape.2	TrNfreqParameter.3.1	TrNfreqParameter.3.2	TrNfreqParameter.3.3	TrNfreqParameter.3.4	RateAC-Standard_TrN.3	RateAG-Standard_TrN.3	RateAT-Standard_TrN.3	RateCG-Standard_TrN.3	RateCT-Standard_TrN.3	RateGT-Standard_TrN.3	mutationRate.3	gammaShape.3	popSize	CoalescentConstant	
0	-5245.935547812721	-4815.816502321259	-430.11904549146254	-598.0997832303981	-3451.176746557016	128.85812355976373	1113.8921716790505	-766.5399725338445	1.6186883951272362	0.12869766022262696	0.2813925762606726	0.23938614427299928	0.2584814187921954	0.22073986067413298	0.14301982228833632	3.580852889435991	0.14301982228833632	0.14301982228833632	1.8470678214106562	0.14301982228833632	7.308524471867353E-4	0.3685839700900243	0.20070101199561127	0.17811094373875033	0.2526040741756139	0.029492762988658314	1.87218131726066	0.029492762988658314	0.029492762988658314	4.0098476307847175	0.029492762988658314	4.3913399157111035E-4	0.1	0.2952400904833869	0.21378533004684455	0.20430866607714274	0.2866659133926253	0.19155243763372426	2.3414720360003867	0.19155243763372426	0.19155243763372426	2.8923182134647143	0.19155243763372426	0.0018300135612421544	1.6922313940917368	111.11560233109749	-423.48754531533933	
1	-5235.554731925482	-4814.142149134977	-421.4125827905046	-598.102030976196	-3450.559140504063	126.76588807466747	1046.2191661083934	-765.4809776547181	1.6186883951272362	0.12869766022262696	0.2778675292463607	0.2420643130663969	0.2593282970131097	0.22073986067413298	0.15955517278290154	3.507688075020336	0.15955517278290154	0.15955517278290154	1.8540912338480504	0.15955517278290154	7.308524471867353E-4	0.36978856755365364	0.18407385792226238	0.17941648558437204	0.26672108893971175	0.027602561286010616	1.9082842650358043	0.027602561286010616	0.027602561286010616	3.981305489820164	0.027602561286010616	4.3913399157111035E-4	0.1	0.2957232892328058	0.20031893845704862	0.2172918589175198	0.2866659133926253	0.18346341750552125	2.192093801653139	0.18346341750552125	0.18346341750552125	3.074052528324774	0.18346341750552125	0.0018300135612421544	1.6922313940917368	94.22011115361731	-414.9460200831948	
2	-5235.554731925482	-4814.142149134977	-421.4125827905046	-598.102030976196	-3450.559140504063	126.76588807466747	1046.2191661083934	-765.4809776547181	1.6186883951272362	0.12869766022262696	0.2778675292463607	0.2420643130663969	0.2593282970131097	0.22073986067413298	0.15955517278290154	3.507688075020336	0.15955517278290154	0.15955517278290154	1.8540912338480504	0.15955517278290154	7.308524471867353E-4	0.36978856755365364	0.18407385792226238	0.17941648558437204	0.26672108893971175	0.027602561286010616	1.9082842650358043	0.027602561286010616	0.027602561286010616	3.981305489820164	0.027602561286010616	4.3913399157111035E-4	0.1	0.2957232892328058	0.20031893845704862	0.2172918589175198	0.2866659133926253	0.18346341750552125	2.192093801653139	0.18346341750552125	0.18346341750552125	3.074052528324774	0.18346341750552125	0.0018300135612421544	1.6922313940917368	94.22011115361731	-414.9460200831948	
3	-5226.410089674856	-4811.855818223097	-414.55427145175867	-599.2662572311516	-3449.497182852525	143.39631403232082	1063.2026897243916	-763.0923781394212	1.6081404879708217	0.11031969378076185	0.28347360961618395	0.21330748788875356	0.2692263280273327	0.2339925744677301	0.1615023313038366	3.6808181161818343	0.1615023313038366	0.1615023313038366	1.673172558602812	0.1615023313038366	7.308524471867353E-4	0.3732519400629447	0.18536010302627692	0.18700049567874888	0.2543874612320293	0.06496436729313938	1.9451122902565376	0.06496436729313938	0.06496436729313938	3.7950302405709153	0.06496436729313938	4.3913399157111035E-4	0.1	0.30259886213695214	0.2129126994686224	0.1994296910611014	0.28505874733332354	0.18440171506075198	2.164879899645615	0.18440171506075198	0.18440171506075198	3.0975132401113754	0.18440171506075198	0.0018300135612421544	1.1075626708678337	73.30333171716958	-408.94178302608304	
4	-5226.410089674856	-4811.855818223097	-414.55427145175867	-599.2662572311516	-3449.497182852525	143.39631403232082	1063.2026897243916	-763.0923781394212	1.6081404879708217	0.11031969378076185	0.28347360961618395	0.21330748788875356	0.2692263280273327	0.2339925744677301	0.1615023313038366	3.6808181161818343	0.1615023313038366	0.1615023313038366	1.673172558602812	0.1615023313038366	7.308524471867353E-4	0.3732519400629447	0.18536010302627692	0.18700049567874888	0.2543874612320293	0.06496436729313938	1.9451122902565376	0.06496436729313938	0.06496436729313938	3.7950302405709153	0.06496436729313938	4.3913399157111035E-4	0.1	0.30259886213695214	0.2129126994686224	0.1994296910611014	0.28505874733332354	0.18440171506075198	2.164879899645615	0.18440171506075198	0.18440171506075198	3.0975132401113754	0.18440171506075198	0.0018300135612421544	1.1075626708678337	73.30333171716958	-408.94178302608304	
5	-5226.410089674856	-4811.855818223097	-414.55427145175867	-599.2662572311516	-3449.497182852525	143.39631403232082	1063.2026897243916	-763.0923781394212	1.6081404879708217	0.11031969378076185	0.28347360961618395	0.21330748788875356	0.2692263280273327	0.2339925744677301	0.1615023313038366	3.6808181161818343	0.1615023313038366	0.1615023313038366	1.673172558602812	0.1615023313038366	7.308524471867353E-4	0.3732519400629447	0.18536010302627692	0.18700049567874888	0.2543874612320293	0.06496436729313938	1.9451122902565376	0.06496436729313938	0.06496436729313938	3.7950302405709153	0.06496436729313938	4.3913399157111035E-4	0.1	0.30259886213695214	0.2129126994686224	0.1994296910611014	0.28505874733332354	0.18440171506075198	2.164879899645615	0.18440171506075198	0.18440171506075198	3.0975132401113754	0.18440171506075198	0.0018300135612421544	1.1075626708678337	73.30333171716958	-408.94178302608304	
6	-5226.410089674856	-4811.855818223097	-414.55427145175867	-599.2662572311516	-3449.497182852525	143.39631403232082	1063.2026897243916	-763.0923781394212	1.6081404879708217	0.11031969378076185	0.28347360961618395	0.21330748788875356	0.2692263280273327	0.2339925744677301	0.1615023313038366	3.6808181161818343	0.1615023313038366	0.1615023313038366	1.673172558602812	0.1615023313038366	7.308524471867353E-4	0.3732519400629447	0.18536010302627692	0.18700049567874888	0.2543874612320293	0.06496436729313938	1.9451122902565376	0.06496436729313938	0.06496436729313938	3.7950302405709153	0.06496436729313938	4.3913399157111035E-4	0.1	0.30259886213695214	0.2129126994686224	0.1994296910611014	0.28505874733332354	0.18440171506075198	2.164879899645615	0.18440171506075198	0.18440171506075198	3.0975132401113754	0.18440171506075198	0.0018300135612421544	1.1075626708678337	73.30333171716958	-408.94178302608304	
7	-5226.410089674856	-4811.855818223097	-414.55427145175867	-599.2662572311516	-3449.497182852525	143.39631403232082	1063.2026897243916	-763.0923781394212	1.6081404879708217	0.11031969378076185	0.28347360961618395	0.21330748788875356	0.2692263280273327	0.2339925744677301	0.1615023313038366	3.6808181161818343	0.1615023313038366	0.1615023313038366	1.673172558602812	0.1615023313038366	7.308524471867353E-4	0.3732519400629447	0.18536010302627692	0.18700049567874888	0.2543874612320293	0.06496436729313938	1.9451122902565376	0.06496436729313938	0.06496436729313938	3.7950302405709153	0.06496436729313938	4.3913399157111035E-4	0.1	0.30259886213695214	0.2129126994686224	0.1994296910611014	0.28505874733332354	0.18440171506075198	2.164879899645615	0.18440171506075198	0.18440171506075198	3.0975132401113754	0.18440171506075198	0.0018300135612421544	1.1075626708678337	73.30333171716958	-408.94178302608304	
8	-5232.2899307336265	-4810.970219776034	-421.3197109575921	-599.4189199858718	-3445.230663920867	129.53252946531472	1069.6240215280725	-766.3206358692954	1.6081404879708217	0.11031969378076185	0.28091682122647993	0.21467976839163483	0.2691324439488814	0.23527096643300419	0.1113614385436832	3.845895599363611	0.1113614385436832	0.1113614385436832	1.708658646461649	0.1113614385436832	7.308524471867353E-4	0.37865043796993836	0.1768820230611836	0.1878266023432322	0.25664093662564563	0.06890266605203652	2.093457067272144	0.06890266605203652	0.06890266605203652	3.6309322685197203	0.06890266605203652	4.3913399157111035E-4	0.1	0.2936826619924512	0.21775359101767933	0.20481674634965974	0.28374700064020913	0.19764312401733863	2.1713214800222085	0.19764312401733863	0.19764312401733863	3.038106023908435	0.19764312401733863	0.0018300135612421544	1.1075626708678337	93.35273277238451	-415.46544344890776	
9	-5232.2899307336265	-4810.970219776034	-421.3197109575921	-599.4189199858718	-3445.230663920867	129.53252946531472	1069.6240215280725	-766.3206358692954	1.6081404879708217	0.11031969378076185	0.28091682122647993	0.21467976839163483	0.2691324439488814	0.23527096643300419	0.1113614385436832	3.845895599363611	0.1113614385436832	0.1113614385436832	1.708658646461649	0.1113614385436832	7.308524471867353E-4	0.37865043796993836	0.1768820230611836	0.1878266023432322	0.25664093662564563	0.06890266605203652	2.093457067272144	0.06890266605203652	0.06890266605203652	3.6309322685197203	0.06890266605203652	4.3913399157111035E-4	0.1	0.2936826619924512	0.21775359101767933	0.20481674634965974	0.28374700064020913	0.19764312401733863	2.1713214800222085	0.19764312401733863	0.19764312401733863	3.038106023908435	0.19764312401733863	0.0018300135612421544	1.1075626708678337	93.35273277238451	-415.46544344890776	
