Sample	posterior	likelihood	prior	treeLikelihood.2	treeLikelihood.3	Tree.height	Tree.treeLength	treeLikelihood.1	clockRate	gammaShape.1	TrNfreqParameter.1.1	TrNfreqParameter.1.2	TrNfreqParameter.1.3	TrNfreqParameter.1.4	RateAC-Standard_TrN.1	RateAG-Standard_TrN.1	RateAT-Standard_TrN.1	RateCG-Standard_TrN.1	RateCT-Standard_TrN.1	RateGT-Standard_TrN.1	mutationRate.1	TrNfreqParameter.2.1	TrNfreqParameter.2.2	TrNfreqParameter.2.3	TrNfreqParameter.2.4	RateAC-Standard_TrN.2	RateAG-Standard_TrN.2	RateAT-Standard_TrN.2	RateCG-Standard_TrN.2	RateCT-Standard_TrN.2	RateGT-Standard_TrN.2	mutationRate.2	gammaShape.2	TrNfreqParameter.3.1	TrNfreqParameter.3.2	TrNfreqParameter.3.3	TrNfreqParameter.3.4	RateAC-Standard_TrN.3	RateAG-Standard_TrN.3	RateAT-Standard_TrN.3	RateCG-Standard_TrN.3	RateCT-Standard_TrN.3	RateGT-Standard_TrN.3	mutationRate.3	gammaShape.3	popSize	CoalescentConstant	
0	-5247.778252541677	-4813.238797886047	-434.5394546556297	-599.6707964836521	-3447.9439399928992	158.17925767216417	1231.9786629667947	-765.6240614094957	1.4250517938813578	0.11031969378076185	0.29978920235898504	0.18052494981347017	0.24100614444852864	0.2786797033790164	0.16506470025195602	2.987571272126241	0.16506470025195602	0.16506470025195602	2.352169926865928	0.16506470025195602	7.308524471867353E-4	0.404897691043642	0.19192526045736924	0.1704146281046076	0.23276242039438114	0.06917057111358561	2.2846824273749213	0.06917057111358561	0.06917057111358561	3.4386352881707447	0.06917057111358561	4.3913399157111035E-4	0.1	0.31778268071457766	0.20779672831188903	0.16778185614842436	0.3066387348251085	0.19752570346687037	2.2270141063515254	0.19752570346687037	0.19752570346687037	2.9828830797809904	0.19752570346687037	0.0018300135612421544	1.1635216709167713	101.05101883178988	-428.5499877646812	
1	-5250.952444192132	-4811.928583159295	-439.0238610328369	-601.2088882597193	-3446.0932379975457	139.23954456705906	1229.93310468077	-764.62645690203	1.3889853198072133	0.11031969378076185	0.3091250489201103	0.1852359516174996	0.22446396418447734	0.28117503527791293	0.20090170529175386	2.796787198796193	0.20090170529175386	0.20090170529175386	2.3996059800367853	0.20090170529175386	7.308524471867353E-4	0.4103442318243655	0.24790342182801217	0.1320032002151705	0.20974914613245194	0.05039246896868634	2.206699845467216	0.05039246896868634	0.05039246896868634	3.591730278658047	0.05039246896868634	4.3913399157111035E-4	0.1	0.3065988858207445	0.2037180832214649	0.17583698857835858	0.3138460423794316	0.17081213937463158	2.3624269596291825	0.17081213937463158	0.17081213937463158	2.954324482872289	0.17081213937463158	0.0018300135612421544	1.1635216709167713	118.29897657438127	-432.87680454829655	
2	-5251.175373650021	-4809.367147847842	-441.80822580217915	-597.9242543341516	-3446.024049969026	184.70531016160362	1334.431091664758	-765.4188435446642	1.3278418707943676	0.11031969378076185	0.3138116111925757	0.18539512329023133	0.22294638085962246	0.2778468846575707	0.2216940201838254	2.7520329428634334	0.2216940201838254	0.2216940201838254	2.361190976401259	0.2216940201838254	7.308524471867353E-4	0.41224893014431685	0.23497899624363536	0.1340171070605691	0.2187549665514788	0.02464436043955537	2.109235437362398	0.02464436043955537	0.02464436043955537	3.7921871208793894	0.02464436043955537	4.3913399157111035E-4	0.1	0.31206156199944063	0.20224393000963978	0.17583698857835858	0.3098575194125606	0.17081213937463158	2.274635843698113	0.17081213937463158	0.17081213937463158	3.0421155988033584	0.17081213937463158	0.0018300135612421544	1.554805003185681	128.49208563196777	-435.1872337931869	
3	-5251.175373650021	-4809.367147847842	-441.80822580217915	-597.9242543341516	-3446.024049969026	184.70531016160362	1334.431091664758	-765.4188435446642	1.3278418707943676	0.11031969378076185	0.3138116111925757	0.18539512329023133	0.22294638085962246	0.2778468846575707	0.2216940201838254	2.7520329428634334	0.2216940201838254	0.2216940201838254	2.361190976401259	0.2216940201838254	7.308524471867353E-4	0.41224893014431685	0.23497899624363536	0.1340171070605691	0.2187549665514788	0.02464436043955537	2.109235437362398	0.02464436043955537	0.02464436043955537	3.7921871208793894	0.02464436043955537	4.3913399157111035E-4	0.1	0.31206156199944063	0.20224393000963978	0.17583698857835858	0.3098575194125606	0.17081213937463158	2.274635843698113	0.17081213937463158	0.17081213937463158	3.0421155988033584	0.17081213937463158	0.0018300135612421544	1.554805003185681	128.49208563196777	-435.1872337931869	
4	-5251.175373650021	-4809.367147847842	-441.80822580217915	-597.9242543341516	-3446.024049969026	184.70531016160362	1334.431091664758	-765.4188435446642	1.3278418707943676	0.11031969378076185	0.3138116111925757	0.18539512329023133	0.22294638085962246	0.2778468846575707	0.2216940201838254	2.7520329428634334	0.2216940201838254	0.2216940201838254	2.361190976401259	0.2216940201838254	7.308524471867353E-4	0.41224893014431685	0.23497899624363536	0.1340171070605691	0.2187549665514788	0.02464436043955537	2.109235437362398	0.02464436043955537	0.02464436043955537	3.7921871208793894	0.02464436043955537	4.3913399157111035E-4	0.1	0.31206156199944063	0.20224393000963978	0.17583698857835858	0.3098575194125606	0.17081213937463158	2.274635843698113	0.17081213937463158	0.17081213937463158	3.0421155988033584	0.17081213937463158	0.0018300135612421544	1.554805003185681	128.49208563196777	-435.1872337931869	
5	-5248.4226618912635	-4807.953485623893	-440.46917626737	-596.695027997119	-3446.945451846842	170.87118704710693	1304.6737843328438	-764.3130057799323	1.3889853198072133	0.11031969378076185	0.29891743144766253	0.18861088570462745	0.2283176017090098	0.28415408113870033	0.2482508881068306	2.319929694397886	0.2482508881068306	0.2482508881068306	2.6870667531747854	0.2482508881068306	7.308524471867353E-4	0.4090952987866303	0.1947410744579518	0.1607091545528302	0.23545447220258792	0.07215577628020663	2.4390294546313096	0.07215577628020663	0.07215577628020663	3.2723474402478727	0.07215577628020663	4.3913399157111035E-4	0.1	0.3171628551302579	0.20414642817599743	0.17022585805734422	0.30846485863639994	0.16877370041389067	2.111412716453933	0.16877370041389067	0.16877370041389067	3.2134924818905017	0.16877370041389067	0.0018300135612421544	1.5827150833103136	115.89708346476685	-433.9234389044883	
6	-5252.367082455615	-4807.797867378746	-444.5692150768688	-599.8302252094381	-3442.787424617276	178.35028005207408	1387.8075073239863	-765.1802175520311	1.1680242545965598	0.13911995263791196	0.29369475932023814	0.1975224634095468	0.2198852184582964	0.2888975588119187	0.1924344588475076	2.3686656501164602	0.1924344588475076	0.1924344588475076	2.861596514493502	0.1924344588475076	7.308524471867353E-4	0.3839478730980397	0.17018278376099702	0.1683495210469523	0.2775198220940111	0.07482647958091532	2.6337303645689962	0.07482647958091532	0.07482647958091532	3.066963717107352	0.07482647958091532	4.3913399157111035E-4	0.1	0.3072516689231556	0.20792093201937722	0.18995993825598095	0.2948674608014856	0.19598362897815488	2.231506511451204	0.19598362897815488	0.19598362897815488	2.9845589726361736	0.19598362897815488	0.0018300135612421544	1.5827150833103136	106.1149969080824	-438.0828566583704	
7	-5252.367082455615	-4807.797867378746	-444.5692150768688	-599.8302252094381	-3442.787424617276	178.35028005207408	1387.8075073239863	-765.1802175520311	1.1680242545965598	0.13911995263791196	0.29369475932023814	0.1975224634095468	0.2198852184582964	0.2888975588119187	0.1924344588475076	2.3686656501164602	0.1924344588475076	0.1924344588475076	2.861596514493502	0.1924344588475076	7.308524471867353E-4	0.3839478730980397	0.17018278376099702	0.1683495210469523	0.2775198220940111	0.07482647958091532	2.6337303645689962	0.07482647958091532	0.07482647958091532	3.066963717107352	0.07482647958091532	4.3913399157111035E-4	0.1	0.3072516689231556	0.20792093201937722	0.18995993825598095	0.2948674608014856	0.19598362897815488	2.231506511451204	0.19598362897815488	0.19598362897815488	2.9845589726361736	0.19598362897815488	0.0018300135612421544	1.5827150833103136	106.1149969080824	-438.0828566583704	
8	-5240.155383219043	-4807.133758404946	-433.02162481409727	-597.6263726410514	-3447.4602086173745	156.70029883803977	1234.7370191660261	-762.0471771465202	1.3889853198072133	0.11031969378076185	0.29693829820031004	0.1795900408735072	0.2593620483548242	0.2641096125713586	0.13995509892022462	2.4182816705917887	0.13995509892022462	0.13995509892022462	3.021897933727306	0.13995509892022462	7.308524471867353E-4	0.39788996033869445	0.17705800371042735	0.1599602394729327	0.2650917964779457	0.08423127123903221	2.6440417458635084	0.08423127123903221	0.08423127123903221	3.019033169180372	0.08423127123903221	4.3913399157111035E-4	0.1	0.2961550960013041	0.22144384952877227	0.18553636100691107	0.29686469346301203	0.2014990644514274	2.2615910814886964	0.2014990644514274	0.2014990644514274	2.932412660705591	0.2014990644514274	0.0018300135612421544	1.5827150833103136	90.45005933072306	-426.7237921692146	
9	-5242.2350991717285	-4802.236830969787	-439.9982682019421	-595.1373804447293	-3446.209264719536	151.96745787000037	1297.8617913510743	-760.8901858055214	1.2908673242099802	0.12825905917346422	0.31796745698907175	0.17876161862120216	0.25149345001330203	0.25177747437642406	0.11614908383047712	2.758855803742488	0.11614908383047712	0.11614908383047712	2.776547860935597	0.11614908383047712	7.308524471867353E-4	0.3832576671875058	0.20068805517668906	0.16780513940846303	0.24824913822734232	0.04334858591878492	2.6630113778190534	0.04334858591878492	0.04334858591878492	3.1635942785058155	0.04334858591878492	4.3913399157111035E-4	0.1	0.29476511570112024	0.2018463417012005	0.18754903311429813	0.31583950948338085	0.1837708063698298	2.0218668687918133	0.1837708063698298	0.1837708063698298	3.243049905728865	0.1837708063698298	0.0018300135612421544	1.2193421779176965	108.44446304594759	-433.8644287842438	
