Sample	posterior	likelihood	prior	treeLikelihood.2	treeLikelihood.3	Tree.height	Tree.treeLength	treeLikelihood.1	clockRate	gammaShape.1	TrNfreqParameter.1.1	TrNfreqParameter.1.2	TrNfreqParameter.1.3	TrNfreqParameter.1.4	RateAC-Standard_TrN.1	RateAG-Standard_TrN.1	RateAT-Standard_TrN.1	RateCG-Standard_TrN.1	RateCT-Standard_TrN.1	RateGT-Standard_TrN.1	mutationRate.1	TrNfreqParameter.2.1	TrNfreqParameter.2.2	TrNfreqParameter.2.3	TrNfreqParameter.2.4	RateAC-Standard_TrN.2	RateAG-Standard_TrN.2	RateAT-Standard_TrN.2	RateCG-Standard_TrN.2	RateCT-Standard_TrN.2	RateGT-Standard_TrN.2	mutationRate.2	gammaShape.2	TrNfreqParameter.3.1	TrNfreqParameter.3.2	TrNfreqParameter.3.3	TrNfreqParameter.3.4	RateAC-Standard_TrN.3	RateAG-Standard_TrN.3	RateAT-Standard_TrN.3	RateCG-Standard_TrN.3	RateCT-Standard_TrN.3	RateGT-Standard_TrN.3	mutationRate.3	gammaShape.3	popSize	CoalescentConstant	
0	-5250.150711146931	-4817.47259252042	-432.67811862651035	-600.3297448495421	-3449.4626752098347	160.72742874892631	1228.0201375932204	-767.6801724610433	1.5373571123098104	0.11031969378076185	0.27969915810492496	0.23324396205584058	0.2636098874724534	0.22344699236678128	0.2012130843279734	3.593696563559657	0.2012130843279734	0.2012130843279734	1.601451099128443	0.2012130843279734	7.308524471867353E-4	0.38070842718252706	0.17001277622156105	0.19900989686079207	0.25026889973511957	0.026481785068994602	2.111697568962517	0.026481785068994602	0.026481785068994602	3.782375290761515	0.026481785068994602	4.3913399157111035E-4	0.1	0.29997225370075337	0.19822090444649926	0.2165890037009973	0.2852178381517495	0.1917884434304896	2.316945380073346	0.1917884434304896	0.1917884434304896	2.9159008462046936	0.1917884434304896	0.0018300135612421544	1.8239003836485421	107.17589645743988	-425.9694271722052	
1	-5250.150711146931	-4817.47259252042	-432.67811862651035	-600.3297448495421	-3449.4626752098347	160.72742874892631	1228.0201375932204	-767.6801724610433	1.5373571123098104	0.11031969378076185	0.27969915810492496	0.23324396205584058	0.2636098874724534	0.22344699236678128	0.2012130843279734	3.593696563559657	0.2012130843279734	0.2012130843279734	1.601451099128443	0.2012130843279734	7.308524471867353E-4	0.38070842718252706	0.17001277622156105	0.19900989686079207	0.25026889973511957	0.026481785068994602	2.111697568962517	0.026481785068994602	0.026481785068994602	3.782375290761515	0.026481785068994602	4.3913399157111035E-4	0.1	0.29997225370075337	0.19822090444649926	0.2165890037009973	0.2852178381517495	0.1917884434304896	2.316945380073346	0.1917884434304896	0.1917884434304896	2.9159008462046936	0.1917884434304896	0.0018300135612421544	1.8239003836485421	107.17589645743988	-425.9694271722052	
2	-5250.150711146931	-4817.47259252042	-432.67811862651035	-600.3297448495421	-3449.4626752098347	160.72742874892631	1228.0201375932204	-767.6801724610433	1.5373571123098104	0.11031969378076185	0.27969915810492496	0.23324396205584058	0.2636098874724534	0.22344699236678128	0.2012130843279734	3.593696563559657	0.2012130843279734	0.2012130843279734	1.601451099128443	0.2012130843279734	7.308524471867353E-4	0.38070842718252706	0.17001277622156105	0.19900989686079207	0.25026889973511957	0.026481785068994602	2.111697568962517	0.026481785068994602	0.026481785068994602	3.782375290761515	0.026481785068994602	4.3913399157111035E-4	0.1	0.29997225370075337	0.19822090444649926	0.2165890037009973	0.2852178381517495	0.1917884434304896	2.316945380073346	0.1917884434304896	0.1917884434304896	2.9159008462046936	0.1917884434304896	0.0018300135612421544	1.8239003836485421	107.17589645743988	-425.9694271722052	
3	-5250.150711146931	-4817.47259252042	-432.67811862651035	-600.3297448495421	-3449.4626752098347	160.72742874892631	1228.0201375932204	-767.6801724610433	1.5373571123098104	0.11031969378076185	0.27969915810492496	0.23324396205584058	0.2636098874724534	0.22344699236678128	0.2012130843279734	3.593696563559657	0.2012130843279734	0.2012130843279734	1.601451099128443	0.2012130843279734	7.308524471867353E-4	0.38070842718252706	0.17001277622156105	0.19900989686079207	0.25026889973511957	0.026481785068994602	2.111697568962517	0.026481785068994602	0.026481785068994602	3.782375290761515	0.026481785068994602	4.3913399157111035E-4	0.1	0.29997225370075337	0.19822090444649926	0.2165890037009973	0.2852178381517495	0.1917884434304896	2.316945380073346	0.1917884434304896	0.1917884434304896	2.9159008462046936	0.1917884434304896	0.0018300135612421544	1.8239003836485421	107.17589645743988	-425.9694271722052	
4	-5244.30754953318	-4816.220955675173	-428.0865938580062	-600.4883929972664	-3450.5221525670936	149.06542950082493	1177.9165012333383	-765.2104101108134	1.5188310110269518	0.11031969378076185	0.3050223076618958	0.21119151760646407	0.2666233843219295	0.21716279040971098	0.17740668633702691	3.69957801472713	0.17740668633702691	0.17740668633702691	1.590795239924757	0.17740668633702691	7.308524471867353E-4	0.38851820363053097	0.19758952012960682	0.19182125641926093	0.22207101982060112	0.04099650036431541	1.8970847413436136	0.04099650036431541	0.04099650036431541	3.938929257199136	0.04099650036431541	4.3913399157111035E-4	0.1	0.28356606438504595	0.22651496284867748	0.20193713441492733	0.2879818383513486	0.20259819438395696	2.180356492465684	0.20259819438395696	0.20259819438395696	3.0092507299984863	0.20259819438395696	0.0018300135612421544	1.1805690921681373	87.00183469296095	-422.2297758652002	
5	-5239.018112828955	-4815.503239834269	-423.51487299468545	-599.0745523637381	-3448.3568832917895	148.52031693805833	1133.688315296961	-768.0718041787413	1.3998427620932672	0.11031969378076185	0.2899034190641602	0.20150612001166462	0.24691980561432392	0.2616706553098517	0.1844506291903215	3.8728313144055138	0.1844506291903215	0.1844506291903215	1.3893661688331949	0.1844506291903215	7.308524471867353E-4	0.37912258806430704	0.17976538757541402	0.2134019733948254	0.22771005096545327	0.012173754013671337	1.9606225398214814	0.012173754013671337	0.012173754013671337	3.9906824441238435	0.012173754013671337	4.3913399157111035E-4	0.1	0.2887778150244133	0.2047367510997118	0.21756053096678582	0.28892490290908857	0.19230521623075203	2.0589298691513562	0.19230521623075203	0.19230521623075203	3.171849265925634	0.19230521623075203	0.0018300135612421544	1.1805690921681373	91.98806556264206	-417.60232536224737	
6	-5264.170814353003	-4809.726086926586	-454.4447274264174	-595.9291621667297	-3448.905490097626	222.25606169422835	1574.3949091698696	-764.8914346622299	1.0913668262887093	0.11031969378076185	0.26759796407733166	0.2162253844539579	0.2588151313926746	0.25736152007603613	0.09601465278284127	3.632999418499384	0.09601465278284127	0.09601465278284127	1.9829419703692466	0.09601465278284127	7.308524471867353E-4	0.38837586143776176	0.18573729580552878	0.15406654417218144	0.27182029858452755	0.04575938453161683	1.8096940027429531	0.04575938453161683	0.04575938453161683	4.0072684591305885	0.04575938453161683	4.3913399157111035E-4	0.1	0.2687536661498609	0.19823272633901737	0.23142172925182566	0.3015918782592956	0.2095989698423722	2.1867136128813227	0.2095989698423722	0.2095989698423722	2.9748905077491865	0.2095989698423722	0.0018300135612421544	1.1805690921681373	129.6816830564177	-448.1887557845903	
7	-5262.044220576516	-4805.799611837088	-456.2446087394273	-596.2979442175917	-3441.7772454725136	180.31444264047443	1507.7910553046272	-767.7244221469833	1.1745045525659608	0.11031969378076185	0.2882910954383828	0.21597614641609633	0.24016552592513524	0.2555672322203858	0.10266992012865521	3.6790455833269395	0.10266992012865521	0.10266992012865521	1.9102747361584347	0.10266992012865521	7.308524471867353E-4	0.3852779147372481	0.18484066434791369	0.14791287119297744	0.2819685497218603	0.010383713693349512	1.9432790150194688	0.010383713693349512	0.010383713693349512	4.015186130207142	0.010383713693349512	4.3913399157111035E-4	0.1	0.26167835184827815	0.19775800076632988	0.21675694526820594	0.32380670211718565	0.19307787005025256	2.023875419452496	0.19307787005025256	0.19307787005025256	3.2038131003464914	0.19307787005025256	0.0018300135612421544	1.694763223648467	114.61560501061565	-449.5979418576105	
8	-5262.044220576516	-4805.799611837088	-456.2446087394273	-596.2979442175917	-3441.7772454725136	180.31444264047443	1507.7910553046272	-767.7244221469833	1.1745045525659608	0.11031969378076185	0.2882910954383828	0.21597614641609633	0.24016552592513524	0.2555672322203858	0.10266992012865521	3.6790455833269395	0.10266992012865521	0.10266992012865521	1.9102747361584347	0.10266992012865521	7.308524471867353E-4	0.3852779147372481	0.18484066434791369	0.14791287119297744	0.2819685497218603	0.010383713693349512	1.9432790150194688	0.010383713693349512	0.010383713693349512	4.015186130207142	0.010383713693349512	4.3913399157111035E-4	0.1	0.26167835184827815	0.19775800076632988	0.21675694526820594	0.32380670211718565	0.19307787005025256	2.023875419452496	0.19307787005025256	0.19307787005025256	3.2038131003464914	0.19307787005025256	0.0018300135612421544	1.694763223648467	114.61560501061565	-449.5979418576105	
9	-5262.044220576516	-4805.799611837088	-456.2446087394273	-596.2979442175917	-3441.7772454725136	180.31444264047443	1507.7910553046272	-767.7244221469833	1.1745045525659608	0.11031969378076185	0.2882910954383828	0.21597614641609633	0.24016552592513524	0.2555672322203858	0.10266992012865521	3.6790455833269395	0.10266992012865521	0.10266992012865521	1.9102747361584347	0.10266992012865521	7.308524471867353E-4	0.3852779147372481	0.18484066434791369	0.14791287119297744	0.2819685497218603	0.010383713693349512	1.9432790150194688	0.010383713693349512	0.010383713693349512	4.015186130207142	0.010383713693349512	4.3913399157111035E-4	0.1	0.26167835184827815	0.19775800076632988	0.21675694526820594	0.32380670211718565	0.19307787005025256	2.023875419452496	0.19307787005025256	0.19307787005025256	3.2038131003464914	0.19307787005025256	0.0018300135612421544	1.694763223648467	114.61560501061565	-449.5979418576105	
