ON886343.1	MK059949.1	95.238	546	26	0	1	546	3604	4149	0.0	865
ON886337.1	MK059949.1	92.391	552	42	0	1	552	3598	4149	0.0	787
ON886336.1	MK059949.1	91.979	561	45	0	1	561	3598	4158	0.0	787
ON886335.1	MK059949.1	95.676	555	24	0	1	555	3598	4152	0.0	893
ON886334.1	MK059949.1	85.714	553	77	2	1	552	3598	4149	1.31e-169	582
ON886333.1	MK059949.1	96.085	562	22	0	3	564	3597	4158	0.0	917
ON886331.1	MK059949.1	91.883	579	47	0	1	579	3580	4158	0.0	809
ON886330.1	MK059949.1	91.537	579	49	0	1	579	3580	4158	0.0	798
ON979523.1	MK059949.1	90.477	6647	580	29	1	6640	134	6734	0.0	8719
ON979522.1	MK059949.1	90.468	6620	580	27	1	6614	128	6702	0.0	8682
ON979521.1	MK059949.1	92.152	4256	331	3	2355	6607	2443	6698	0.0	6006
ON979521.1	MK059949.1	90.280	2253	217	2	1	2252	131	2382	0.0	2946
OP482094.1	MK059949.1	84.544	3138	469	14	2482	5608	2443	5575	0.0	3094
OP482094.1	MK059949.1	89.820	2387	230	8	1	2379	1	2382	0.0	3049
OP482094.1	MK059949.1	77.829	433	72	16	6373	6797	6352	6768	2.45e-67	246
OP482093.1	MK059949.1	84.544	3138	469	14	2482	5608	2443	5575	0.0	3094
OP482093.1	MK059949.1	89.820	2387	230	8	1	2379	1	2382	0.0	3049
OP482093.1	MK059949.1	77.829	433	72	16	6373	6797	6352	6768	2.45e-67	246
ON669289.1	MK059949.1	90.657	289	27	0	1	289	1182	1470	2.02e-110	385
ON669288.1	MK059949.1	90.657	289	27	0	1	289	1182	1470	2.02e-110	385
ON669287.1	MK059949.1	90.657	289	27	0	1	289	1182	1470	2.02e-110	385
ON669286.1	MK059949.1	90.657	289	27	0	1	289	1182	1470	2.02e-110	385
ON669285.1	MK059949.1	91.003	289	26	0	1	289	1182	1470	4.34e-112	390
ON669284.1	MK059949.1	90.657	289	27	0	1	289	1182	1470	2.02e-110	385
OQ110736.1	MK059949.1	84.512	3138	470	14	2446	5572	2443	5575	0.0	3088
OQ110736.1	MK059949.1	90.644	2298	213	2	47	2343	86	2382	0.0	3051
OQ110736.1	MK059949.1	76.709	395	70	17	6337	6723	6352	6732	1.91e-53	200
OQ110735.1	MK059949.1	84.512	3138	470	14	2446	5572	2443	5575	0.0	3088
OQ110735.1	MK059949.1	90.644	2298	213	2	47	2343	86	2382	0.0	3051
OQ110735.1	MK059949.1	76.709	395	70	17	6337	6723	6352	6732	1.91e-53	200
OQ110734.1	MK059949.1	84.512	3138	470	14	2443	5569	2443	5575	0.0	3088
OQ110734.1	MK059949.1	90.621	2303	214	2	39	2340	81	2382	0.0	3055
OQ110734.1	MK059949.1	76.456	395	70	19	6334	6719	6352	6732	3.20e-51	193
OQ110733.1	MK059949.1	84.512	3138	470	14	2439	5565	2443	5575	0.0	3088
OQ110733.1	MK059949.1	90.644	2298	213	2	40	2336	86	2382	0.0	3051
OQ110733.1	MK059949.1	76.203	395	70	16	6330	6714	6352	6732	1.49e-49	187
OQ110732.1	MK059949.1	84.512	3138	470	14	2445	5571	2443	5575	0.0	3088
OQ110732.1	MK059949.1	90.621	2303	214	2	41	2342	81	2382	0.0	3055
OQ110732.1	MK059949.1	76.709	395	70	17	6336	6722	6352	6732	1.91e-53	200
OQ110731.1	MK059949.1	84.512	3138	470	14	2441	5567	2443	5575	0.0	3088
OQ110731.1	MK059949.1	90.621	2303	214	2	37	2338	81	2382	0.0	3055
OQ110731.1	MK059949.1	76.302	384	70	15	6332	6707	6352	6722	5.35e-49	185
MT981054.1	MK059949.1	86.937	222	29	0	1	222	4508	4729	5.84e-70	250
MT981053.1	MK059949.1	86.878	221	29	0	2	222	4505	4725	2.10e-69	248
MT981052.1	MK059949.1	85.714	217	31	0	1	217	4509	4725	7.47e-64	230
OP524613.1	MK059949.1	95.444	1273	58	0	1	1273	3634	4906	0.0	2030
OP524612.1	MK059949.1	95.444	1273	58	0	1	1273	3634	4906	0.0	2030
OP524611.1	MK059949.1	95.758	1273	54	0	1	1273	3634	4906	0.0	2052
OP524610.1	MK059949.1	95.758	1273	54	0	1	1273	3634	4906	0.0	2052
OP524609.1	MK059949.1	95.758	1273	54	0	1	1273	3634	4906	0.0	2052
OP524608.1	MK059949.1	95.758	1273	54	0	1	1273	3634	4906	0.0	2052
OP524607.1	MK059949.1	95.758	1273	54	0	1	1273	3634	4906	0.0	2052
OP524606.1	MK059949.1	95.758	1273	54	0	1	1273	3634	4906	0.0	2052
OP524605.1	MK059949.1	95.758	1273	54	0	1	1273	3634	4906	0.0	2052
OP524604.1	MK059949.1	95.758	1273	54	0	1	1273	3634	4906	0.0	2052
OP524603.1	MK059949.1	95.679	1273	55	0	1	1273	3634	4906	0.0	2047
OP524602.1	MK059949.1	95.758	1273	54	0	1	1273	3634	4906	0.0	2052
OP524601.1	MK059949.1	95.758	1273	54	0	1	1273	3634	4906	0.0	2052
OP524600.1	MK059949.1	95.758	1273	54	0	1	1273	3634	4906	0.0	2052
OP524599.1	MK059949.1	95.758	1273	54	0	1	1273	3634	4906	0.0	2052
OP524592.1	MK059949.1	95.429	350	16	0	1	350	3639	3988	1.37e-162	558
OP524591.1	MK059949.1	95.429	350	16	0	1	350	3639	3988	1.37e-162	558
OP524590.1	MK059949.1	95.429	350	16	0	1	350	3639	3988	1.37e-162	558
OP524589.1	MK059949.1	95.429	350	16	0	1	350	3639	3988	1.37e-162	558
OP524588.1	MK059949.1	95.429	350	16	0	1	350	3639	3988	1.37e-162	558
OP524587.1	MK059949.1	95.429	350	16	0	1	350	3639	3988	1.37e-162	558
OP524586.1	MK059949.1	95.429	350	16	0	1	350	3639	3988	1.37e-162	558
OP524585.1	MK059949.1	95.143	350	17	0	1	350	3639	3988	6.39e-161	553
OP524584.1	MK059949.1	95.429	350	16	0	1	350	3639	3988	1.37e-162	558
OP524583.1	MK059949.1	95.429	350	16	0	1	350	3639	3988	1.37e-162	558
OP524582.1	MK059949.1	95.429	350	16	0	1	350	3639	3988	1.37e-162	558
OP524581.1	MK059949.1	95.429	350	16	0	1	350	3639	3988	1.37e-162	558
OP524580.1	MK059949.1	95.429	350	16	0	1	350	3639	3988	1.37e-162	558
OP524579.1	MK059949.1	95.429	350	16	0	1	350	3639	3988	1.37e-162	558
OM468719.1	MK059949.1	76.111	1373	312	15	1	1365	4328	5692	0.0	704
OM468719.1	MK059949.1	75.706	354	61	21	2007	2349	6352	6691	5.26e-40	154
OM468718.1	MK059949.1	76.561	1297	290	14	1	1290	4328	5617	0.0	699
OM468718.1	MK059949.1	74.785	349	73	11	2007	2349	6352	6691	1.14e-36	143
OM468717.1	MK059949.1	76.253	1297	294	14	1	1290	4328	5617	0.0	676
OM468717.1	MK059949.1	74.785	349	73	11	2007	2349	6352	6691	1.14e-36	143
OM468716.1	MK059949.1	76.682	1308	293	12	1	1302	4328	5629	0.0	715
OM468716.1	MK059949.1	74.499	349	74	12	2007	2349	6352	6691	5.30e-35	137
OM468715.1	MK059949.1	76.528	1342	301	14	1	1335	4328	5662	0.0	721
OM468715.1	MK059949.1	74.785	349	73	12	2007	2349	6352	6691	1.14e-36	143
OM468714.1	MK059949.1	76.884	1367	297	17	1	1356	4328	5686	0.0	756
OM468714.1	MK059949.1	74.929	351	69	13	2010	2352	6352	6691	1.14e-36	143
OM468713.1	MK059949.1	77.938	1251	267	7	1	1245	4328	5575	0.0	773
OM468713.1	MK059949.1	74.929	351	69	13	2010	2352	6352	6691	1.14e-36	143
OM468712.1	MK059949.1	77.458	1251	273	7	1	1245	4328	5575	0.0	739
OM468712.1	MK059949.1	74.929	351	69	13	2010	2352	6352	6691	1.14e-36	143
OM468711.1	MK059949.1	76.957	1367	296	17	1	1356	4328	5686	0.0	761
OM468711.1	MK059949.1	74.929	351	69	13	2010	2352	6352	6691	1.14e-36	143
OM468710.1	MK059949.1	76.940	1366	298	14	1	1356	4328	5686	0.0	761
OM468710.1	MK059949.1	75.499	351	67	13	2010	2352	6352	6691	5.27e-40	154
OM468709.1	MK059949.1	77.618	1251	271	7	1	1245	4328	5575	0.0	750
OM468709.1	MK059949.1	74.929	351	69	13	2010	2352	6352	6691	1.14e-36	143
OM468708.1	MK059949.1	77.618	1251	271	7	1	1245	4328	5575	0.0	750
OM468708.1	MK059949.1	74.929	351	69	13	2010	2352	6352	6691	1.14e-36	143
OM468707.1	MK059949.1	77.698	1251	270	7	1	1245	4328	5575	0.0	756
OM468707.1	MK059949.1	74.644	351	70	13	2010	2352	6352	6691	5.30e-35	137
OM468706.1	MK059949.1	77.618	1251	271	7	1	1245	4328	5575	0.0	750
OM468706.1	MK059949.1	74.929	351	69	13	2010	2352	6352	6691	1.14e-36	143
OM468705.1	MK059949.1	77.618	1251	271	7	1	1245	4328	5575	0.0	750
OM468705.1	MK059949.1	74.929	351	69	13	2010	2352	6352	6691	1.14e-36	143
OM468704.1	MK059949.1	77.618	1251	271	7	1	1245	4328	5575	0.0	750
OM468704.1	MK059949.1	74.929	351	69	13	2010	2352	6352	6691	1.14e-36	143
OM468703.1	MK059949.1	77.618	1251	271	7	1	1245	4328	5575	0.0	750
OM468703.1	MK059949.1	74.929	351	69	13	2010	2352	6352	6691	1.14e-36	143
OM468702.1	MK059949.1	77.618	1251	271	7	1	1245	4328	5575	0.0	750
OM468702.1	MK059949.1	74.929	351	69	13	2010	2352	6352	6691	1.14e-36	143
OM468701.1	MK059949.1	77.698	1251	270	7	1	1245	4328	5575	0.0	756
OM468701.1	MK059949.1	74.929	351	69	13	2010	2352	6352	6691	1.14e-36	143
OM468700.1	MK059949.1	77.858	1251	268	7	1	1245	4328	5575	0.0	767
OM468700.1	MK059949.1	74.929	351	69	13	2010	2352	6352	6691	1.14e-36	143
OM468699.1	MK059949.1	77.266	1368	290	18	1	1356	4328	5686	0.0	784
OM468698.1	MK059949.1	77.698	1251	270	6	1	1245	4328	5575	0.0	756
OM468698.1	MK059949.1	75.214	351	68	13	2010	2352	6352	6691	2.45e-38	148
OM468697.1	MK059949.1	77.698	1251	270	6	1	1245	4328	5575	0.0	756
OM468697.1	MK059949.1	75.214	351	68	13	2010	2352	6352	6691	2.45e-38	148
OM468696.1	MK059949.1	77.561	1279	276	8	1	1272	4328	5602	0.0	761
OM468696.1	MK059949.1	75.499	351	67	13	2010	2352	6352	6691	5.27e-40	154
OM468695.1	MK059949.1	77.404	1279	278	8	1	1272	4328	5602	0.0	750
OM468695.1	MK059949.1	75.499	351	67	13	2010	2352	6352	6691	5.27e-40	154
OM468694.1	MK059949.1	77.561	1279	276	8	1	1272	4328	5602	0.0	761
OM468694.1	MK059949.1	75.499	351	67	13	2010	2352	6352	6691	5.27e-40	154
OM468693.1	MK059949.1	77.952	1279	271	8	1	1272	4328	5602	0.0	789
OM468693.1	MK059949.1	75.499	351	67	13	2010	2352	6352	6691	5.27e-40	154
OM468692.1	MK059949.1	76.107	1310	297	13	1	1302	4328	5629	0.0	671
OM468691.1	MK059949.1	76.489	1310	292	13	1	1302	4328	5629	0.0	699
OM468690.1	MK059949.1	76.107	1310	297	13	1	1302	4328	5629	0.0	671
OM468689.1	MK059949.1	76.260	1310	295	13	1	1302	4328	5629	0.0	682
OM468688.1	MK059949.1	75.954	1310	299	13	1	1302	4328	5629	0.0	660
OM468687.1	MK059949.1	76.354	1311	292	15	1	1302	4328	5629	0.0	688
OM468686.1	MK059949.1	76.412	1310	293	13	1	1302	4328	5629	0.0	693
OM468685.1	MK059949.1	76.183	1310	296	13	1	1302	4328	5629	0.0	676
OM468684.1	MK059949.1	76.107	1310	297	13	1	1302	4328	5629	0.0	671
OM468683.1	MK059949.1	76.412	1310	293	13	1	1302	4328	5629	0.0	693
OM468682.1	MK059949.1	76.031	1310	298	13	1	1302	4328	5629	0.0	665
OM468681.1	MK059949.1	77.320	1164	252	9	1	1158	4328	5485	0.0	676
OM468680.1	MK059949.1	76.031	1310	298	13	1	1302	4328	5629	0.0	665
OM468679.1	MK059949.1	76.107	1310	297	13	1	1302	4328	5629	0.0	671
OM468678.1	MK059949.1	76.107	1310	297	13	1	1302	4328	5629	0.0	671
OM468677.1	MK059949.1	76.107	1310	297	13	1	1302	4328	5629	0.0	671
OM468676.1	MK059949.1	75.878	1310	300	13	1	1302	4328	5629	0.0	654
OM468675.1	MK059949.1	75.762	1312	298	17	1	1302	4328	5629	0.0	643
OM468674.1	MK059949.1	76.107	1310	297	13	1	1302	4328	5629	0.0	671
OM468673.1	MK059949.1	76.107	1310	297	13	1	1302	4328	5629	0.0	671
OM468672.1	MK059949.1	76.107	1310	297	13	1	1302	4328	5629	0.0	671
OM468671.1	MK059949.1	76.031	1310	298	13	1	1302	4328	5629	0.0	665
OM468670.1	MK059949.1	75.740	1690	371	31	1	1673	4328	5995	0.0	813
OM468669.1	MK059949.1	75.457	1695	378	31	1	1679	4328	6000	0.0	791
OM468668.1	MK059949.1	75.339	1695	380	31	1	1679	4328	6000	0.0	780
OM468667.1	MK059949.1	75.650	1692	382	25	1	1680	4328	6001	0.0	815
OM468667.1	MK059949.1	76.220	328	52	16	2068	2385	6380	6691	6.91e-39	150
OM468666.1	MK059949.1	75.650	1692	382	25	1	1680	4328	6001	0.0	815
OM468666.1	MK059949.1	76.220	328	52	16	2068	2385	6380	6691	6.91e-39	150
OM468665.1	MK059949.1	76.206	1576	349	21	1	1566	4328	5887	0.0	809
OM468665.1	MK059949.1	76.220	328	52	16	2068	2385	6380	6691	6.91e-39	150
OM468664.1	MK059949.1	75.221	1695	384	30	1	1680	4328	6001	0.0	771
OM468664.1	MK059949.1	75.915	328	53	16	2068	2385	6380	6691	3.21e-37	145
OM468663.1	MK059949.1	75.103	1695	386	30	1	1680	4328	6001	0.0	760
OM468663.1	MK059949.1	75.915	328	53	16	2068	2385	6380	6691	3.21e-37	145
OM468662.1	MK059949.1	75.089	1694	388	28	1	1680	4328	6001	0.0	760
OM468662.1	MK059949.1	75.915	328	53	16	2068	2385	6380	6691	3.21e-37	145
OM468661.1	MK059949.1	75.030	1694	389	28	1	1680	4328	6001	0.0	754
OM468661.1	MK059949.1	75.915	328	53	16	2068	2385	6380	6691	3.21e-37	145
OM468660.1	MK059949.1	76.730	1272	250	36	1	1247	4328	5578	0.0	667
OM468660.1	MK059949.1	75.421	297	55	16	2055	2345	6352	6636	3.26e-32	128
OM468659.1	MK059949.1	76.730	1272	250	36	1	1247	4328	5578	0.0	667
OM468659.1	MK059949.1	75.421	297	55	16	2055	2345	6352	6636	3.26e-32	128
OM468658.1	MK059949.1	76.633	1271	253	34	1	1247	4328	5578	0.0	662
OM468658.1	MK059949.1	75.421	297	55	16	2055	2345	6352	6636	3.26e-32	128
OM468657.1	MK059949.1	76.651	1272	251	36	1	1247	4328	5578	0.0	662
OM468657.1	MK059949.1	75.421	297	55	16	2055	2345	6352	6636	3.26e-32	128
OM468656.1	MK059949.1	76.730	1272	250	36	1	1247	4328	5578	0.0	667
