Sample	posterior	likelihood	prior	treeLikelihood.2	treeLikelihood.3	Tree.height	Tree.treeLength	treeLikelihood.1	rateAC.1	rateAG.1	rateAT.1	rateCG.1	rateGT.1	gammaShape.1	rateAC.2	rateAG.2	rateAT.2	rateCG.2	rateGT.2	freqParameter.2.1	freqParameter.2.2	freqParameter.2.3	freqParameter.2.4	rateAC.3	rateAG.3	rateAT.3	rateCG.3	rateGT.3	freqParameter.3.1	freqParameter.3.2	freqParameter.3.3	freqParameter.3.4	gammaShape.2	gammaShape.3	popSize	CoalescentConstant	freqParameter.1.1	freqParameter.1.2	freqParameter.1.3	freqParameter.1.4	mutationRate.3	mutationRate.1	mutationRate.2	
0	-11943.716441689114	-11446.598213986024	-497.1182277030896	-1871.9178420873795	-7263.017702878975	549.782954789097	3669.0676048084506	-2311.662669019669	0.0834296203987377	0.07449430991915666	9.668753584271203E-12	0.04707880440862161	9.701393642686951E-11	0.2137011162956211	0.02294876936222375	0.04546593664241777	0.024846206202483862	0.015836757582829427	8.751184039566558E-5	0.34599324703761897	0.2661749535468624	0.1497642753657734	0.2380675240497452	0.06511749520306945	0.7573526619257342	0.06469528671010888	0.010936562140547014	0.0758727990543129	0.29697633119920114	0.17698249883338002	0.18928098270943347	0.3367601872579855	0.11697018865407807	1.8065434447682813	556.4670011006461	-541.9098228147111	0.28436513794818863	0.18130787067296844	0.33568590783362223	0.19864108354522078	0.001145340482825801	8.410478201545937E-4	0.0010139162031112632	
1	-11935.864225277652	-11442.591633742055	-493.272591535596	-1865.4792210521807	-7259.960150251991	521.6125345336388	3649.430045646755	-2317.1522624378836	0.10913893181515859	0.07416483491425448	2.0535937720404404E-12	0.02386347872892413	3.822513967418294E-11	0.2137011162956211	0.03162150010410006	0.0812453205566907	0.020176594995037798	0.020171110670599915	7.406229923322705E-5	0.3362156665261496	0.26719782517669993	0.13631809952499047	0.26026840877215995	0.0791612284488173	0.7573526619257342	0.06469528671010888	0.009338526497441506	0.06285871780401459	0.30102915853901496	0.17733804091609406	0.17859881088563145	0.34303398965925963	0.11697018865407807	1.8065434447682813	427.21124907985774	-540.3854590874422	0.2913025340088463	0.17899071386959658	0.31928692928310026	0.21041982283845687	0.001145340482825801	8.410478201545937E-4	0.0010139162031112632	
2	-11925.666949833267	-11429.670986876532	-495.99596295673507	-1873.5481466057545	-7239.429134991484	487.8488473721858	3604.216187391058	-2316.6937052792928	0.062079529045951765	0.03815406948965381	3.8209996886078043E-14	0.02638581453965846	3.2852696455187994E-10	0.18579631793969448	0.03848454026949466	0.12869840373761587	0.013406592407085156	0.003117881141933001	0.1153420770258846	0.33912565670576683	0.2887427888257758	0.12025508012953402	0.25187647433892324	0.055403988758527194	0.7573526619257342	0.07165699264259158	0.006964531117522051	0.08237146697392844	0.28704528282765895	0.17974894576140776	0.19486014219101666	0.33834562921991673	0.10121989195569053	1.8065434447682813	503.8805770786437	-540.2717321583187	0.3081060466056866	0.1600136907122259	0.33821467815690304	0.1936655845251845	0.001145340482825801	8.410478201545937E-4	0.0010139162031112632	
3	-11917.297771651218	-11422.808673049778	-494.4890986014405	-1865.536801541502	-7241.016951640136	508.46628858495313	3723.914543145548	-2316.2549198681418	0.08350007001464455	0.04562713242634315	6.304394039861415E-16	0.03928881303181879	9.389699259645201E-12	0.18579631793969448	0.029773586160722346	0.09800192741213712	0.013438353337974511	0.007749965196929675	0.016699895038801402	0.35680611069150375	0.2579305264567353	0.13287048335734716	0.25239287949441364	0.045566092009987576	0.7113438023338301	0.09053069176895269	0.010642949052008216	0.0577755549624469	0.29464955943318977	0.17488149680263063	0.19909739872160306	0.33137154504257677	0.11697018865407807	1.7635829710706998	414.33928736611097	-546.9046072378329	0.28426269552362876	0.1653517190206224	0.37005797757862674	0.18032760787712218	0.001145340482825801	8.410478201545937E-4	0.0010139162031112632	
4	-11907.45748599458	-11417.11228190067	-490.3452040939099	-1864.4420429297936	-7241.695646759447	458.9522782480038	3484.970867441234	-2310.9745922114284	0.06845958944275242	0.048354269609438144	6.211047259143356E-15	0.02695917400919704	1.4115505260283906E-13	0.18579631793969448	0.023169789031716216	0.08552740061820514	0.04192899313804343	0.015463443231020528	0.018220332882130454	0.34973375268724155	0.2629758684076545	0.14088418447865078	0.24640619442645303	0.059316363840936796	0.7113438023338301	0.07980596542335654	0.015029448780047878	0.07873362456195475	0.3030020868161161	0.16613440810687682	0.1922417364276842	0.33862176864932303	0.11697018865407807	1.7635829710706998	373.00361597056093	-542.9075486468847	0.27914386064698604	0.14933997816325287	0.37293992675436555	0.1985762344353956	0.001145340482825801	8.410478201545937E-4	0.0010139162031112632	
5	-11907.45748599458	-11417.11228190067	-490.3452040939099	-1864.4420429297936	-7241.695646759447	458.9522782480038	3484.970867441234	-2310.9745922114284	0.06845958944275242	0.048354269609438144	6.211047259143356E-15	0.02695917400919704	1.4115505260283906E-13	0.18579631793969448	0.023169789031716216	0.08552740061820514	0.04192899313804343	0.015463443231020528	0.018220332882130454	0.34973375268724155	0.2629758684076545	0.14088418447865078	0.24640619442645303	0.059316363840936796	0.7113438023338301	0.07980596542335654	0.015029448780047878	0.07873362456195475	0.3030020868161161	0.16613440810687682	0.1922417364276842	0.33862176864932303	0.11697018865407807	1.7635829710706998	373.00361597056093	-542.9075486468847	0.27914386064698604	0.14933997816325287	0.37293992675436555	0.1985762344353956	0.001145340482825801	8.410478201545937E-4	0.0010139162031112632	
6	-11907.45748599458	-11417.11228190067	-490.3452040939099	-1864.4420429297936	-7241.695646759447	458.9522782480038	3484.970867441234	-2310.9745922114284	0.06845958944275242	0.048354269609438144	6.211047259143356E-15	0.02695917400919704	1.4115505260283906E-13	0.18579631793969448	0.023169789031716216	0.08552740061820514	0.04192899313804343	0.015463443231020528	0.018220332882130454	0.34973375268724155	0.2629758684076545	0.14088418447865078	0.24640619442645303	0.059316363840936796	0.7113438023338301	0.07980596542335654	0.015029448780047878	0.07873362456195475	0.3030020868161161	0.16613440810687682	0.1922417364276842	0.33862176864932303	0.11697018865407807	1.7635829710706998	373.00361597056093	-542.9075486468847	0.27914386064698604	0.14933997816325287	0.37293992675436555	0.1985762344353956	0.001145340482825801	8.410478201545937E-4	0.0010139162031112632	
7	-11898.9258446149	-11415.640717523891	-483.28512709100823	-1858.7232801015605	-7248.167994433936	530.5936416303417	3539.95466720849	-2308.749442988395	0.06792952437337216	0.048354269609438144	8.13716548316381E-16	0.020761325887123358	1.1763683457494305E-13	0.18579631793969448	0.02960955982806236	0.11515630222023594	0.009472065293798999	0.0105681540426138	0.03809450611299945	0.36468166458423507	0.251023609089989	0.12828017266531994	0.25601455366045595	0.059316363840936796	0.7074513671697558	0.05569985670762185	0.00912581893732634	0.07873362456195475	0.30495683449365585	0.16613440810687682	0.18193446136721808	0.3469742960322494	0.11697018865407807	1.7635829710706998	551.1252752158887	-538.8541449622738	0.2836909894801893	0.1487947703294235	0.38169844500304234	0.18581579518734487	0.001145340482825801	8.410478201545937E-4	0.0010139162031112632	
8	-11898.9258446149	-11415.640717523891	-483.28512709100823	-1858.7232801015605	-7248.167994433936	530.5936416303417	3539.95466720849	-2308.749442988395	0.06792952437337216	0.048354269609438144	8.13716548316381E-16	0.020761325887123358	1.1763683457494305E-13	0.18579631793969448	0.02960955982806236	0.11515630222023594	0.009472065293798999	0.0105681540426138	0.03809450611299945	0.36468166458423507	0.251023609089989	0.12828017266531994	0.25601455366045595	0.059316363840936796	0.7074513671697558	0.05569985670762185	0.00912581893732634	0.07873362456195475	0.30495683449365585	0.16613440810687682	0.18193446136721808	0.3469742960322494	0.11697018865407807	1.7635829710706998	551.1252752158887	-538.8541449622738	0.2836909894801893	0.1487947703294235	0.38169844500304234	0.18581579518734487	0.001145340482825801	8.410478201545937E-4	0.0010139162031112632	
9	-11901.740113264557	-11415.4419486059	-486.29816465865844	-1865.6235742750541	-7239.679170652153	476.4699857423053	3550.186227867964	-2310.139203678693	0.10187896349990899	0.048354269609438144	2.9686279087427625E-16	0.017313939273601517	3.3774217536887436E-13	0.18579631793969448	0.027613008293154682	0.16632460305323593	0.01838833922378318	0.01217901513075901	0.027916529870211638	0.40215195032363094	0.25038187264583217	0.11626634508476545	0.23119983194577137	0.04797994924857777	0.7113438023338301	0.0762827645224327	0.01538060682796063	0.06304595419096551	0.29464955943318977	0.1722810370665503	0.19673528047602967	0.3363341230242305	0.11697018865407807	1.7635829710706998	400.88377643320644	-540.8391922944674	0.2699175803830209	0.1722772909368065	0.37063280286285444	0.1871723258173182	0.001145340482825801	8.410478201545937E-4	0.0010139162031112632	
